description,genres,img,last_chapter,link,origin,published_date,state,title,type
"A l’époque maudite du collègue, Ai Maekawa était une « Jimmy », autrement dit une fille difficilement reconnaissable en tant que fille. Kilos en trop, acné, coiffure ringarde, aucun maquillage et surtout vêtements démodés, culottes de grand-mère ... Bref, quelqu’un qui ne prend pas soin d’elle, qui sent son cœur palpiter quand un garçon approche et qui ne sait plus où se mettre quand on lui adresse la parole. Et bien évidemment, incapable de riposter si on l’attaque, et bien trop naïve pour voir autre chose que sa pitoyable réalité. Il pèse sur les Jimmy une sombre menace, malédiction qui hante Ai tant on le lui a répété : rester vierge jusqu’à ses trente ans ! Hors de question pour elle de se laisser faire sans rien entreprendre, alors pour le lycée elle prend les grands moyens. Établissement où personne ne la connait, régime, dépenses exagérées dans des produits de beauté et voilà qu’elle devient une jeune fille superbe, superficielle à souhaits et totalement améliorée par les attendus de la société. La voilà enfin admirée de tous, les garçons la regardent avec envie et elle ... elle tombe amoureuse de Sô Ichinose, le garçon le plus populaire de l’école, le plus beau, le plus ... étrange. Mais Ai arrivera-t-elle à camoufler son sombre passé ?",Shōjo,/imgs/mangas/100-doubt.jpg,https://www.japscan.me/manga/100-doubt/,https://www.japscan.me/manga/100-doubt/,Japon,,,Manga 100% Doubt,2000
"Un groupe de jeunes gens tourmentés par des fantômes s'unissent pour trouver une explication scientifique à leurs expériences paranormales - et un moyen de s'en sortir. Dans leur quête désespérée, ils visitent une maison hantée et rencontrent un fantôme terrifiant, assoiffé de sang, au passé tragique. Vont-ils s'en sortir vivants ? Ou deviendront-ils eux aussi possédés par des esprits démoniaques ?","Psychologique, Horreur, Webtoon",/imgs/mangas/0-0-mhz.jpg,https://www.japscan.me/manga/0-0-mhz/,https://www.japscan.me/manga/0-0-mhz/,Corée Du Sud,2012,En Cours,Manhwa 0.0 Mhz,Seinen
"Il y a de cela plus de mille ans, le monde était divisé en deux puissants pays de force égale : l’empire de Barsburg, sous la protection divine de l’Œil du dieu Raphaël, et le royaume de Raggs, protégé par l’Œil du dieu Michael. Lorsque Raggs fut anéanti par la puissance prodigieuse de Barsburg, le destin du monde bascula, en même temps que celui de Teito Klein, un jeune garçon orphelin qui, mystérieusement, n’a plus aucun souvenir de son passé...",Josei,/imgs/mangas/07-ghost.jpg,https://www.japscan.me/manga/07-ghost/,https://www.japscan.me/manga/07-ghost/,Japon,,,Manga 07 Ghost,2005
"Coco, 15 ans est une jeune fille qui a la particularité de voir les fantômes. Mais un jour, en allant au lycée elle voit pour la première fois deux démons, deux frères terriblement beaux : Reo et Toa. Alors qu’elle se fait agresser par l’esprit d’un chien noir, Coco, pleine de pitié pour cet esprit, dégage un pouvoir spécial qui va intéresser les deux frères démons. Quel est ce pouvoir qui habite la jeune et qui attire les démons?",Shōjo,/imgs/mangas/100-demons-of-love.jpg,https://www.japscan.me/manga/100-demons-of-love/,https://www.japscan.me/manga/100-demons-of-love/,Japon,,,Manga 100 Demons Of Love,2012
"Hiroshi a trouvé un téléphone portable cassé dans la rue et l’emmène ensuite dans un magasin afin de le faire réparer. Quand il le reçoit à la maison, il a à la place une jeune fille qui fait téléphone! Hiroshi ne veut juste qu’un téléphone portable normal qu’il peut montrer à ses camarades, mais il ne peut pas le rendre car cela couterai énormément d’argent d’après le contrat. C’est alors que Hiroshi, découvre les avantages et les désaventages d’avoir une fille-téléphone, qui s’appelle Eko.",Shōnen,/imgs/mangas/090-eko-to-issho.jpg,https://www.japscan.me/manga/090-eko-to-issho/,https://www.japscan.me/manga/090-eko-to-issho/,Japon,,,Manga 090 Eko To Issho,2006
"Petite anthologie d'histoires écrites par différentes auteures.
1. Kodomo Jya, Naino - Ririko Yoshioka
Nano et Ryou sont deux amis d'enfances très proche l'un l'autre. Quand ils était jeunes Nano promis à Ryou de le protéger de tous les dangers comme le ferait une grande sœur. Mais quelques années plus tard, les rôles se sont peut-être inversés.
2. Natsu ga Chikai - Ayako Kimura
Asamizu aime Tsuji Hideto et, afin de pouvoir lui parler tous les jours, elle viole délibérément les règlements de l'école afin de lui convenir.
3. HOLE - Kirameku Sekai - Rie Takahashi
Il n'arrêtait pas de la regarder. Elle ne pouvait pas s'empêcher de le regarder. Je n'ai jamais confessé mes sentiments à mon amour non partagé. Afin de changer une vie de regret maintenant, elle passe par l'ouverture! Ils n'ont jamais avoué leurs sentiments. Kazuma déménagea et un événement improbable arriva. Que deviendra la vie pleine de regrets de Wakaki ?
4. BURNIN' VALENTINE - Kinoko Higurashi
Kazuki et Souma sont des ""amis"" depuis trois ans. Kazuki a finalement décidé de se confesser et elle essaie de lui donner des chocolats faits à la main, mais ...?!
5. Koizaki - Megumi Higuchi
Le destin a mis Karuto et Riko dans la même classe ! Leur amour s'épanouira-t-il comme une fleur de cerisier?!
6. Mame to Kurasu - Okinoko
Dans ce chapitre, nous suivons la très douce relation amoureuse entre le mystérieux Mame, et l'élève Makoto.",Shōjo,/imgs/mangas/100-gokuama-kareshi.jpg,https://www.japscan.me/manga/100-gokuama-kareshi/,https://www.japscan.me/manga/100-gokuama-kareshi/,Japon,,,Manga 100% Gokuama Kareshi!,2009
"Taro a enfin pu avouer à son amie d’enfance Umi qu’il l’aime depuis toujours ! Mais à cet instant, s’affiche le nombre 100 devant la jeune fille… Car Taro a un pouvoir spécial : celui de visualiser un compte à rebours sur tous les êtres vivants qui ont moins de 100 jours à vivre ! Ensemble, le couple va faire face au destin et tenter d’arrêter le décompte fatidique…",Shōjo,/imgs/mangas/100-jours-avant-ta-mort.jpg,https://www.japscan.me/manga/100-jours-avant-ta-mort/,https://www.japscan.me/manga/100-jours-avant-ta-mort/,Japon,,,Manga 100 Jours Avant Ta Mort,2018
"Élevant une centaine de héros et mettant fin à la guerre avec un dieu maléfique, Eisen a sauvé le monde. Après avoir été gravement blessé en protégeant les héros, il est parti dans l'Autre Monde pour se rétablir. Pendant ce temps, les héros ont fait usage de leurs capacités pour contribuer grandement au développement du monde. Désireux de rencontrer à nouveau le maître qu'ils admiraient, ils lui firent un compte rendu détaillé de leurs réalisations. En lisant leurs lettres, Eisen prend la décision de partir et de rendre visite à chacun d'entre eux au cours de son voyage à travers le pays.",Shōnen,/imgs/mangas/100-nin-no-eiyuu-o-sodateta-saikyou-yogensha-wa-boukensha-ni-natte-mo-sekaijuu-no-deshi-kara-shitawarete-masu.jpg,https://www.japscan.me/manga/100-nin-no-eiyuu-o-sodateta-saikyou-yogensha-wa-boukensha-ni-natte-mo-sekaijuu-no-deshi-kara-shitawarete-masu/,https://www.japscan.me/manga/100-nin-no-eiyuu-o-sodateta-saikyou-yogensha-wa-boukensha-ni-natte-mo-sekaijuu-no-deshi-kara-shitawarete-masu/,Japon,,,"Manga 100-Nin No Eiyuu O Sodateta Saikyou Yogensha Wa, Boukensha Ni Natte Mo Sekaijuu No Deshi Kara Shitawarete Masu",2018
À venir...,Shōjo,/imgs/mangas/10-years-in-friend-zone.jpg,https://www.japscan.me/manga/10-years-in-friend-zone/,https://www.japscan.me/manga/10-years-in-friend-zone/,Corée Du Sud,,,Manhwa 10 Years In Friend Zone,2018
"Même si je n'ai pas d'ailes, je peux voler...",Shōjo,/imgs/mangas/100-jours-de-reve.jpg,https://www.japscan.me/manga/100-jours-de-reve/,https://www.japscan.me/manga/100-jours-de-reve/,Japon,,,Manga 100 Jours de Rêve,2005
"Shirotani est un jeune homme brillant atteint de mysophobie. Quant le chef d’entreprise pour lequel il travaille est victime d’un accident, il rencontre Kurose, un jeune homme qui lui conseille de se faire soigner et lui laisse la carte d’une clinique psychiatrique. Le lendemain, Shirotani se rend à la clinique et comprend que Kurose est un des psychiatres qui y travaillent. Les deux noueront alors une relation qui dépassera bientôt le cadre médecin-patient...",Yaoi,/imgs/mangas/10-count.jpg,https://www.japscan.me/manga/10-count/,https://www.japscan.me/manga/10-count/,Japon,,,Manga 10 Count,2013
Une histoire d’amour féérique sortie tout droit d’une nouvelle de Haruki Murakami. Une lycéenne sans histoires et un jeune prince vivant à l’autre bout de la planète se retrouvent réunis comme par magie. Voici le premier tome de la plus belle romance du siècle.,Shōjo,/imgs/mangas/100-perfect-girl.jpg,https://www.japscan.me/manga/100-perfect-girl/,https://www.japscan.me/manga/100-perfect-girl/,Corée Du Sud,,,Manhwa 100% Perfect Girl,2007
"Promue à la vitesse de la lumière, la star de JK Electronics, l'ultime femme de carrière, mais toujours seule Cha Ju An!

Gentil, honnête, plein de vitalité, et avec l'apparence et le physique pour rivaliser avec un modèle, mais maladroit Yoo Do Jin!
Avec des personnalités aussi différentes, un jour, ces deux-là… # soudainement # sans avertissement #pendant les # heures de bureau ont changé d'âme? !!!
En raison de ce changement, leurs vies sont en désordre !!
Mais quelle est la raison de ce changement?
Et cette raison est d'unir ces deux par la force!",Josei,/imgs/mangas/1-24-romance.jpg,https://www.japscan.me/manga/1-24-romance/,https://www.japscan.me/manga/1-24-romance/,Corée Du Sud,,,Manhwa 1/24 Romance,2020
"Hanabi a douze ans, l’âge où l’on n’est plus une enfant, mais pas encore une adulte, où l’on se rend compte avec embarras qu’on n’a pas encore embrassé un garçon quand on surprend deux de ses professeurs à s’embrasser en cachette, et l’âge où notre amie nous apprend qu’elle a ses règles alors qu’on attend toujours. De son côté, Yui, la meilleure amie d’Hanabi, jeune fille sérieuse et un peu effacée, tombe amoureuse d’un garçon de sa classe qui n’arrête pourtant pas de l’embêter…",Shōjo,/imgs/mangas/12-ans.jpg,https://www.japscan.me/manga/12-ans/,https://www.japscan.me/manga/12-ans/,Japon,,,Manga 12 Ans,2012
"Fujieda est amoureux de Gorogo Izayo, une jeune fille solitaire qui ne se mélange pas avec les autres élèves de la classe. Fujieda va tenter de ce rapprocher d'elle, mais il va causer un incident qui va mettre Gorugo en rogne. Cette dernière décide alors de le tuer par tous les moyens.",Sorachi Hideaki,/imgs/mangas/13.jpg,https://www.japscan.me/manga/13/,https://www.japscan.me/manga/13/,Japon,2008,Terminé,Manga 13,Shōnen
A Venir...,Shōjo,/imgs/mangas/12-nin-no-yasashii-koroshiya-leo-murder-case.jpg,https://www.japscan.me/manga/12-nin-no-yasashii-koroshiya-leo-murder-case/,https://www.japscan.me/manga/12-nin-no-yasashii-koroshiya-leo-murder-case/,Japon,,,Manga 12 Nin No Yasashii Koroshiya - Leo Murder Case,2009
"Kudan est le webmaster du très étrange site ""13 Club"". Il collectionne les phénomènes étranges et les rapporte sur son site. Ce manga psychologique nous présente une histoire différente à chaque chapitre.",Seinen,/imgs/mangas/13-club.jpg,https://www.japscan.me/manga/13-club/,https://www.japscan.me/manga/13-club/,Japon,,,Manga 13 Club,2008
"Akari a une passion, la danse. C'est aussi une grande fan du groupe ""Flower"". Un jour, alors qu'elle interprète une chanson et une danse des ""Flower"" à un groupe d'enfants, elle est remarquée par deux jeunes hommes qui lui demandent alors si elle s'intéresse au monde du showbiz",Shōjo,/imgs/mangas/1-2-love.jpg,https://www.japscan.me/manga/1-2-love/,https://www.japscan.me/manga/1-2-love/,Japon,,,Manga 1/2 Love!,2010
"Après des semaines à regarder le garçon le plus populaire de l'école, Hana parvient enfin à lui parler, et même à attirer un peu son attention. Un jour, elle le surprend à verser quelques larmes et c'est alors qu'elle lui avoue maladroitement ses sentiments, alors qu'elle ne prévoyait que de le réconforter...",Shōjo,/imgs/mangas/1-3-romantica.jpg,https://www.japscan.me/manga/1-3-romantica/,https://www.japscan.me/manga/1-3-romantica/,Japon,,,Manga 1-3 Romantica,2008
"Une adorable histoire de deux amis d'enfance qui commencent à se fréquenter. En terminale, aucun moment ne peut être perdu, car ils ont peu de temps restant avant l'université. Tout commence par ""Yuuki, séparons nous."".",Seinen,/imgs/mangas/15-minutes-avant-qu-ils-ne-sortent-ensemble.jpg,https://www.japscan.me/manga/15-minutes-avant-qu-ils-ne-sortent-ensemble/,https://www.japscan.me/manga/15-minutes-avant-qu-ils-ne-sortent-ensemble/,Japon,,,Manga 15 Minutes Avant Qu'ils Ne Sortent Ensemble,2019
"Sachiko n'a que 17 ans. Et c'est parce que de jeunes garçons veulent s'amuser qu'elle se retrouve séquestrée et va subir brimades, agressions et tortures des semaines durant. Personne ne veut la libérer car tous ont peur de faire face aux conséquences !Personne ne semble se soucier de son sort, ni la police ni les parents. Seule sa soeur jumelle poursuit sans relâche les recherches car elle sait que sa soeur est en danger. Arrivera-t-elle à la retrouver avant que l'irréparable ne se produise ?",Seinen,/imgs/mangas/17-ans-une-chronique-du-mal.jpg,https://www.japscan.me/manga/17-ans-une-chronique-du-mal/,https://www.japscan.me/manga/17-ans-une-chronique-du-mal/,Japon,,,Manga 17 Ans - Une Chronique Du Mal,2004
"Saya est une jeune fille de 16 ans qui souhaite rester discrète, estimant que la «lumière» est réservée à sa grande sœur, diplômée d’une école de chant et mise sur un piédestal par sa famille. Alors qu’elle chante seule dans un karaoke, elle est remarquée par Takase Kasuko, un jeune homme travaillant pour un label de musique. Après avoir brisé accidentellement les lunettes de Takase, saya se retrouve avec une dette de 5.000 euros auprès du producteur. Pour le rembourser, elle va devoir chanter pour lui…",Shōjo,/imgs/mangas/16-life.jpg,https://www.japscan.me/manga/16-life/,https://www.japscan.me/manga/16-life/,Japon,,,Manga 16 Life,2010
"Dans un lycée privé pour jeunes filles, il existe une classe réputée ingérable, ses élèves comprennent des harceleuses et autres maître-chanteurs dont la spécialité est de faire virer leur professeur principal en moins d'une semaine.
Le corps enseignant de l'établissement les appelle ""La classe des Monstres"", car bien qu'énervantes et hors de contrôle, ces jeunes filles sont trop influentes, grâce à leur famille ou leur travail, pour être expulsées si facilement.
C'est dans cette situation désespérée que l'administration embauche Jimi Tarou, un professeur possédant plusieurs spécialités (maths, physique, et autres matières scientifiques) mais aussi extrêmement banal en apparence.
Cet enseignant beaucoup trop commun devra résoudre le problème de cette classe et leur redonner le goût de l'apprentissage, quitte à jouer en-dehors des règles de temps en temps.",Shounen,/imgs/mangas/1-nen-a-gumi-no-monster.jpg,https://www.japscan.me/manga/1-nen-a-gumi-no-monster/,https://www.japscan.me/manga/1-nen-a-gumi-no-monster/,Japon,,,Manga 1-nen A-gumi No Monster,2018
"En raison de certaines circonstances, un aspirant artiste de bande dessinée doit travailler à l’école la nuit, malgré les histoires d’un fantôme qui hante la salle de classe. Comme par hasard, ils se rencontrent.","Ariel, Keen",/imgs/mangas/17h05.jpg,https://www.japscan.me/manga/17h05/,https://www.japscan.me/manga/17h05/,Japon,2019,En Cours,Manga 17H05,"Fantastique, Mystère, School Life, Amitié, Webtoon"
Un pompier légendaire avec un taux de sauvetage réussi de 100%. Quelle est sa capacité spéciale ?,"Drame, Surnaturel, Action, Aventure, Webtoon",/imgs/mangas/1-second.jpg,https://www.japscan.me/manga/1-second/,https://www.japscan.me/manga/1-second/,Corée Du Sud,,,Manhwa 1 Second,2019
"L’humanité a réussi à surmonter une guerre nucléaire totale et s’est lancée dans l’exploration du système solaire. La découverte d’un morceau de météorite géante dans un cratère aux abords d’une base lunaire sonne le début d’une ruée vers de nouvelles ressources naturelles. Tout d'abord jusque sur les autres planètes du système solaire, puis vers les galaxies les plus éloignées… Un merveilleux voyage dans l'immensité de l’univers qui vous fera découvrir les vestiges des plus anciennes civilisations extraterrestres, des systèmes d’évolution distincts de celui de l'homme, et qui vous fera faire la rencontre de ceux que l'on nomme les “semailles d’étoiles”…",Seinen,/imgs/mangas/2001-night-stories.jpg,https://www.japscan.me/manga/2001-night-stories/,https://www.japscan.me/manga/2001-night-stories/,Japon,,,Manga 2001 Night Stories,1984
"Suite au fiasco qu'a été le mariage de ses parents, notre héroïne a décidé qu'elle ne se marierai jamais. Un jour, elle rencontre une étrange petite créature sous la pluie. Il s'agit en réalité du bibliothécaire des Cieux. Il est condamné à devenir miniature à chaque fois qu'il sera touché par la pluie pour avoir perdu le livre des amours contenant toutes les relations amoureuses humaines. Afin de mieux effectuer sa recherche du livre, il intégrera un groupe d'idoles...",Han Yu-rang,/imgs/mangas/18-years-old-we-got-married.jpg,https://www.japscan.me/manga/18-years-old-we-got-married/,https://www.japscan.me/manga/18-years-old-we-got-married/,Japon,2008,Abondonné,Manga 18 Years Old We Got Married,Shōjo
"A la suite d'un cataclysme mystérieux, la terre n'offre plus que des paysages chaotiques. Dans ce monde dévasté où l'eau est devenue une denrée rare, tous tentent de survivre. Mais c'est un peu la loi de la jungle et les gangs fleurissent de toutes parts. Juju Meyer, adolescent courageux, fait partie de l'un de ces gangs. Sur son chemin, il va croiser la très énigmatique Rael, magnifique guerrière sans pitié, qui pourrait bien détenir la clé du salut de l'humanité! Ces deux personnages forts vont cheminer ensemble pour sauver le monde!",Seinen,/imgs/mangas/agharta.jpg,https://www.japscan.me/manga/agharta/,https://www.japscan.me/manga/agharta/,Japon,,,Manga Agharta,1997
"Kazao mène une vie paisible sur l'île Future, malgré son enfance passé dans l'orphelinat après avoir été abandonné à sa naissance. En pleine adolescence, il est pris de curieux cauchemars semblant lui révéler sa mort. Tourmenté par ses songes, il trouve toutefois le réconfort dans le sourire et le son du violon de la belle Eiko. Son monde bascule lorsqu'il apprend la réapparition de ses parents sur le continent et son départ soudain pour cette nouvelle vie. Trop de choses paraissent curieuses à ses yeux et ses souvenirs se confrontent à cette réalité. Que lui arrive-t-il ?","Drame, Mystère, Ecchi, Romance",/imgs/mangas/a-girls.jpg,https://www.japscan.me/manga/a-girls/,https://www.japscan.me/manga/a-girls/,Japon,2009,Terminé,Manga A Girls,Shounen
A venir...,Shounen,/imgs/mangas/a-girl-who-unconsciously-acts-boyish.jpg,https://www.japscan.me/manga/a-girl-who-unconsciously-acts-boyish/,https://www.japscan.me/manga/a-girl-who-unconsciously-acts-boyish/,Japon,,,Manga A Girl Who Unconsciously Acts Boyish,2020
,Shounen,/imgs/mangas/aharen-san-wa-hakarenai.jpg,https://www.japscan.me/manga/aharen-san-wa-hakarenai/,https://www.japscan.me/manga/aharen-san-wa-hakarenai/,Japon,,,Manga Aharen-San Wa Hakarenai,2017
Des courtes histoires sur un couple heureux.,Shōjo,/imgs/mangas/a-happy-couple.jpg,https://www.japscan.me/manga/a-happy-couple/,https://www.japscan.me/manga/a-happy-couple/,Japon,,,Manga A Happy Couple,2019
À venir...,"Shōnen, Shōjo",/imgs/mangas/a-high-school-girl-and-a-private-teacher.jpg,https://www.japscan.me/manga/a-high-school-girl-and-a-private-teacher/,https://www.japscan.me/manga/a-high-school-girl-and-a-private-teacher/,Japon,,,Manga A High School Girl And A Private Teacher,2018
"Hunter Aria, qui vivait loin des humains seuls dans la forêt, rencontre par hasard Léon, un bel homme blond aux yeux bleus. Pour le laisser rester chez elle, elle essaie de lui confier les tâches ménagères. Mais pour une raison quelconque ... il semble que cet homme n'ait pas fait de travaux ménagers dans sa vie?! Une tête féminine à la Bear Grylls qui peut facilement décoller la peau de sa proie et un mâle à la Serre qui a grandi sans difficultés. Une comédie romantique qui choque la culture!


C'est la premier fois que je traduit, je m'excuse pour les fautes d'orthophe d'avance.","Fantastique, Action, Romance, Webtoon",/imgs/mangas/a-hunter-s-courtship-method.jpg,https://www.japscan.me/manga/a-hunter-s-courtship-method/,https://www.japscan.me/manga/a-hunter-s-courtship-method/,Chine,2020,En Cours,Manhua A Hunter's Courtship Method,Shōjo
"Alors qu'il passe une soirée seul, Keichi Morisato, un étudiant, compose un mauvais numéro de téléphone et tombe sur le ""bureau divin SOS amitié"" qui fait apparaître devant lui une superbe jeune fille prête à exaucer un de ses vœux ! Décontenancé, Keichi gère la situation comme il peut, imaginant une blague, puis se lance : ce qu'il désire, c'est qu'une déesse comme elle reste avec lui pour la vie ! Cataclysme dans la pièce : un vent violent semble tout bousculer... puis c'est le calme. La jolie déesse, prénommée Belldandy, confirme à Keichi que son vœu est exaucé. Elle le suivra désormais partout et partagera avec lui bons et mauvais moments. Un rêve devenu réalité qui n'est cependant pas sans conséquence... Uld et Skuld, les deux sœurs de Belldandy, vont en effet débarquer elles aussi sur Terre et mettre leur grain de sel dans une relation déjà jugée curieuse par bien des proches du jeune étudiant.","Shōnen, Seinen",/imgs/mangas/ah-my-goddess.jpg,https://www.japscan.me/manga/ah-my-goddess/,https://www.japscan.me/manga/ah-my-goddess/,Japon,,,Manga Ah! My Goddess,1988
Les cerisiers sont en fleurs... Ils se sont rencontrés. Ils se sont embrassés. Mais le Destin en a décidé autrement. Le mystérieux jeune homme que Mao a rencontré est en fait son oncle -bien qu'ils n'aient aucun lien de parenté. Est-elle en droit de l'aimer ? Leur relation sera t-elle assez forte pour défier les normes imposées par la société actuelle ?,Shōjo,/imgs/mangas/ai-hime-ai-to-himegoto.jpg,https://www.japscan.me/manga/ai-hime-ai-to-himegoto/,https://www.japscan.me/manga/ai-hime-ai-to-himegoto/,Japon,,,Manga Ai Hime - Ai To Himegoto,2006
"Aidin, la fille estimée d'un duc et l'assassin direct de l'empereur, le chef du ""Hibou"".
J'ai tout donné à mon Seigneur, mais je n'ai reçu qu'en retour la trahison et la tromperie, et la mort.
""Je me vengerai de toi. Je ne te pardonnerai jamais, même dans ma mort !""
Après avoir endossé toutes les responsabilités, sa vie s'est terminée par une coupure au cou par la guillotine.
Mais dès qu'elle a rouvert les yeux, elle a réalisé qu'elle était revenue à l'âge de 17 ans.
J'ai décidé de détruire Ferdi, un pays que l'Empereur chérissait plus que sa vie..
""Vous êtes belle, Milady. Surtout vos yeux rouges.""
L'homme qui a personnellement donné l'ordre d'envoyer Aidin à la guillotine, le Prince du pays ennemi, Diceon,
a commencé à s'immiscer dans sa vie de façon inattendue !
Aidin, la femme abandonnée par l'empereur, était revenue à la vie,
sa deuxième vie pour se venger et détruire son pays d'origine se déroule maintenant !",Whidrian,/imgs/mangas/aidin.jpg,https://www.japscan.me/manga/aidin/,https://www.japscan.me/manga/aidin/,Corée Du Sud,2020,En Cours,Manhwa Aidin,"Drame, Action, Romance, Tragédie, Amour, Webtoon, Time Travel"
"Le lycée Juzenji enseigne divers arts martiaux. Après le départ en voyage de son directeur, des batailles font rages pour la position de dominant. Deux filles semblent être en course pour régner : Miu Takatori avec à sa solde la quasi totalité des clubs contre la petite fille du directeur soutenue par deux professeurs. Cette dernière va aller chercher l'aide d'un jeune homme fou de sexe et maître dans l'art du combat.",Seinen,/imgs/mangas/aiki.jpg,https://www.japscan.me/manga/aiki/,https://www.japscan.me/manga/aiki/,Japon,,,Manga Aiki,2004
"Aaah, la vie paisible est ennuyeuse. Après les batailles de la première série (Aiki), Joukyuu doit rester au calme au Japon en enseignant les arts martiaux. Même avec Veronica et Kageyasu à ses cotés, il reste très calme. Lorsqu'un chef lui propose un voyage éclair aux États-Unis afin de jouer avec leur bande, en échange de la bonne nourriture japonaise, il saute sur l'occasion. Amenant avec lui les deux filles, il arrive en Amérique comme un typhon. Vont-ils survivre à cette arrivée ?",Seinen,/imgs/mangas/aiki-s.jpg,https://www.japscan.me/manga/aiki-s/,https://www.japscan.me/manga/aiki-s/,Japon,,,Manga Aiki S,2013
"Sota Inui est un manager chez MegaPro, une agence de talents chargée de trouver de jeunes et belles femmes et de les propulser au rang de stars. Cependant, Inui passe son temps au bureau à zieuter les affiches des idoles que son agence gère, et n'a toujours pas amené de nouveaux talents ou ne serait-ce qu'un seul client. Alors qu'il avait pour mission d'aller dans les rues à la recherche de talents, Inui tombe et attrape involontairement la queue d'un démon femelle, puis lui demande de rejoindre son agence. Maintenant liée par un contrat, la jeune fille n'a d'autre choix que de se plier à sa volonté, avec pour objectif de devenir l'idole numéro 1 au Japon. Mais qui est cette fille ? Pourquoi Inui est-il le seul à pouvoir voir sa queue ? Est-elle vraiment un démon âgé de milliers d'années ? Peu importe la raison ou l'histoire, c'est maintenant à Inui de transformer cette fille aggressive à la voix qui tue en idole numéro 1 du Japon.",Shōnen,/imgs/mangas/aimane.jpg,https://www.japscan.me/manga/aimane/,https://www.japscan.me/manga/aimane/,Japon,,,Manga Aimane,2012
"Le Sous-lieutenant Matsumoto, pilote de chasse de l’Armée impériale japonaise, affronte les forces aériennes alliées à bord de son Kawasaki Ki-61 «Hien» (Tony) au-dessus des Solomons, des Nouvelle-Guinée et des Philippines. Face aux adversaires, toujours supérieurs en nombre, il survit aux combats acharnés grâce à son intelligence ainsi qu’à l’aide du chef d’escadrille Ozawa et de son mécanicien Hino. Sa dernière mission sera d’escorter les avions Kamikaze au large des Philippines...",Seinen,/imgs/mangas/103eme-escadrille-de-chasse.jpg,https://www.japscan.me/manga/103eme-escadrille-de-chasse/,https://www.japscan.me/manga/103eme-escadrille-de-chasse/,Japon,,,Manga 103ème Escadrille De Chasse,2013
"Kazumi Ichinose est un lycéen de seize ans. Il y a six ans, sa vie a basculé dans l'horreur lorsque Saki Mido, une camarade de classe de l'époque, s'est entichée de lui. Depuis, l'adolescent vit un véritable enfer à cause de cet amour à sens unique que lui voue la jeune fille. En effet, d'une jalousie maladive, cette dernière ne laisse derrière elle qu'un torrent de sang et de larmes, et même un cadavre... Peut-on continuer à vivre quand on est aimé par le Mal incarné sur qui la raison et la morale n'ont aucun effet ?

Ne vous fiez pas aux apparences, avec cette série... Car malgré son graphisme très enfantin, l'auteur parle très frontalement de torture physique et psychologique. Ce contraste, justement saisissant, questionne, dérange... Contrairement à de nombreuses séries mettant en scène des personnages jeunes devant survivre à tout prix, dans des contextes qui très vite, dérapent de la réalité, Aime ton prochain évacue la dimension technologique/SF/fantastique, pour s'ancrer dans un monde plus réaliste. C'est justement pour cela que, malgré ses excès, le mention dérange et nous questionne plus viscéralement.","Shōnen, Seinen",/imgs/mangas/aime-ton-prochain.jpg,https://www.japscan.me/manga/aime-ton-prochain/,https://www.japscan.me/manga/aime-ton-prochain/,Japon,,,Manga Aime Ton Prochain,2017
"Série semi-autobiographique de 8 chapitres racontant l'enfance de l'auteur, Kurumada Masami (Saint Seiya) et notamment comment il est devenu mangaka.",Shōnen,/imgs/mangas/ai-no-jidai-ichigo-ichie.jpg,https://www.japscan.me/manga/ai-no-jidai-ichigo-ichie/,https://www.japscan.me/manga/ai-no-jidai-ichigo-ichie/,Japon,,,Manga Ai No Jidai - Ichigo Ichie,2015
"« Je veux gagner ! Être le plus fort ! Devenir le meilleur joueur de foot au monde ! »
Tel était le rêve d’un jeune garçon passionné de football. Mais la réalité est loin de correspondre à ses attentes. Frustré, il fait alors la rencontre d’un mystérieux vieillard. Le garçon se laisse entraîner par ses paroles, et finit par saisir les grandes lignes de la vie.",Seinen,/imgs/mangas/ainsi-parlait-zarathoustra-kurokawa.jpg,https://www.japscan.me/manga/ainsi-parlait-zarathoustra-kurokawa/,https://www.japscan.me/manga/ainsi-parlait-zarathoustra-kurokawa/,Japon,,,Manga Ainsi Parlait Zarathoustra - Kurokawa,2018
"Hitoshi est un jeune étudiant, médiocre en tout sauf en informatique. Avec une cote de popularité proche du néant, il n'a pas de petites amies, et passe son temps libre a s'en inventer en les créant lui-même sur son ordinateur. Un passe-temps qui prend une nouvelle dimension le jour ou, suite a un violent orage, son programme le plus abouti, Satie, se matérialise devant lui...",Shōnen,/imgs/mangas/ai-non-stop.jpg,https://www.japscan.me/manga/ai-non-stop/,https://www.japscan.me/manga/ai-non-stop/,Japon,,,Manga Ai Non Stop,1994
"kunisaki yukito est un jeune homme qui gagne sa vie grâce à des spectacles de marionnette, En effet celui-ci dispose d'un don et semble capable de la contrôler par la pensée, Il parcourt le monde afin de réaliser le rêve de sa mère: trouver une fille ayant des ailes lui permettant de voler, Un jour, il arrive dans un village et rencontre misuzu, une fille naive vivant avec une mère irresponsableEn échange d'un abris, yukito va décider de rester quelque temps dans ce village pour s'occuper de misuzu et va s'apperçevoir que le rêve de beaucoup semble être de voler dans le ciel.","Shōnen, Seinen",/imgs/mangas/air.jpg,https://www.japscan.me/manga/air/,https://www.japscan.me/manga/air/,Japon,,,Manga Air,2005
